M6PR	PLIN3
MAP4K4	TRAF1
MAP4K4	TLR4
MAP4K4	TRAF3
MAP4K4	MYD88
AP2B1	DVL2
AP2B1	MAPK1
AP2B1	CLTA
AP2B1	EPS15L1
AP2B1	RPS6KA5
AP2B1	RPS6KA6
AP2B1	STAM2
AP2B1	CBL
AP2B1	WNT5A
AP2B1	EGF
AP2B1	CLTC
AP2B1	ARRB2
AP2B1	EGFR
AP2B1	AP2M1
AP2B1	FZD2
AP2B1	HGS
AP2B1	RPS6KA4
AP2B1	EZR
AP2B1	UBC
AP2B1	AP4M1
AP2B1	HLA-DRB1
AP2B1	FZD5
AP2B1	NGF
AP2B1	EPS15
AP2B1	KIF4A
AP2B1	HLA-DRB5
AP2B1	ROR2
AP2B1	RPS6KA3
AP2B1	SH3GL2
AP2B1	SH3KBP1
AP2B1	KIF4B
AP2B1	EPN1
AP2B1	KCTD1
AP2B1	RPS6KA2
AP2B1	NTRK1
AP2B1	FZD4
AP2B1	RPS6KA1
AP2B1	CLTCL1
PER1	PER2
PER1	RPS27A
PER1	UBC
PER1	WDR5
PER1	PER3
PER1	UBA52
PER1	TIMELESS
CDC42	NME1
CDC42	RALBP1
CDC42	FAM13B
CDC42	LCP2
CDC42	NTN1
CDC42	GMIP
CDC42	EFNB1
CDC42	MAPK13
CDC42	MAPK12
CDC42	SOS2
CDC42	PARD6A
CDC42	HGF
CDC42	LAMB1
CDC42	CHN2
CDC42	WASL
CDC42	RPS6KB1
CDC42	PXN
CDC42	MAPK14
CDC42	ECT2
CDC42	NCK2
CDC42	RHOQ
CDC42	KALRN
CDC42	DEPDC7
CDC42	PLCG1
CDC42	EFNB2
CDC42	VASP
CDC42	S1PR4
CDC42	GNAZ
CDC42	CDC42EP1
CDC42	RAC2
CDC42	RAP1B
CDC42	LAMA5
CDC42	LAMC1
CDC42	DOCK10
CDC42	PAK6
CDC42	CDH1
CDC42	SPAG9
CDC42	GNAO1
CDC42	TCF3
CDC42	CDON
CDC42	KDR
CDC42	PIK3CA
CDC42	GPC1
CDC42	FARP2
CDC42	NGEF
CDC42	LAMC2
CDC42	FAM13A
CDC42	DEPDC1B
CDC42	RASGRF2
CDC42	EGF
CDC42	IQGAP1
CDC42	CDH2
CDC42	FNBP1L
CDC42	RPS27A
CDC42	PIK3R1
CDC42	IQGAP2
CDC42	FGD2
CDC42	EGFR
CDC42	DOCK11
CDC42	DLC1
CDC42	NTRK2
CDC42	PAK1
CDC42	CDC42EP2
CDC42	DOCK1
CDC42	EPS8
CDC42	ITGA1
CDC42	RHOC
CDC42	TIAM1
CDC42	NCK1
CDC42	PIK3CB
CDC42	NCF1
CDC42	CDH15
CDC42	NCKIPSD
CDC42	DOCK6
CDC42	CDC42EP3
CDC42	SRGAP2
CDC42	PRKCI
CDC42	F2RL2
CDC42	GEM
CDC42	CTDP1
CDC42	PLK1
CDC42	ITGB1
CDC42	CLIP1
CDC42	CTNNA1
CDC42	PRKCE
CDC42	FOS
CDC42	LAMB2
CDC42	MAP3K11
CDC42	SH3PXD2B
CDC42	RACGAP1
CDC42	DAG1
CDC42	PAK2
CDC42	DNMBP
CDC42	RHOJ
CDC42	HMHA1
CDC42	MET
CDC42	ROCK2
CDC42	TRIP10
CDC42	WIPF2
CDC42	RHOT2
CDC42	PAK7
CDC42	LAMA3
CDC42	YES1
CDC42	EXOC1
CDC42	TIAM2
CDC42	EPHB3
CDC42	FMN1
CDC42	EXOC7
CDC42	FGD3
CDC42	UNC119
CDC42	LCK
CDC42	RHOBTB1
CDC42	STARD13
CDC42	GRAP2
CDC42	TRIO
CDC42	RHOG
CDC42	LIMK2
CDC42	SYDE2
CDC42	DOCK7
CDC42	MEF2C
CDC42	PTK2
CDC42	SYDE1
CDC42	PLD1
CDC42	GNAI1
CDC42	CTNNB1
CDC42	UBC
CDC42	MAP2K3
CDC42	MEF2A
CDC42	FYN
CDC42	NET1
CDC42	SRGAP1
CDC42	ITSN2
CDC42	GIT2
CDC42	OPHN1
CDC42	SH3PXD2A
CDC42	MYO9A
CDC42	LAMB3
CDC42	RAC1
CDC42	RAP1A
CDC42	SRC
CDC42	PAK4
CDC42	RHOT1
CDC42	MAP3K5
CDC42	PIK3CG
CDC42	MAPK10
CDC42	WASF1
CDC42	WIPF1
CDC42	SEPT2
CDC42	MAPK8
CDC42	PAK3
CDC42	LAMC3
CDC42	IQGAP3
CDC42	MTOR
CDC42	DMD
CDC42	RHOU
CDC42	CDC42BPA
CDC42	ENAH
CDC42	TAGAP
CDC42	NCF2
CDC42	FLNA
CDC42	GNAI3
CDC42	MYO6
CDC42	VAV3
CDC42	OCRL
CDC42	PARD6B
CDC42	VAV2
CDC42	INPP5B
CDC42	MUSK
CDC42	STARD8
CDC42	EPHB2
CDC42	PARD3
CDC42	FGD1
CDC42	DOCK9
CDC42	CTTN
CDC42	WAS
CDC42	PIK3CD
CDC42	PLEKHG5
CDC42	PRKCZ
CDC42	GNB1
CDC42	DVL1
CDC42	ITSN1
CDC42	RHOH
CDC42	TNK2
CDC42	SPATA13
CDC42	SRGAP3
CDC42	PKP4
CDC42	MAP3K4
CDC42	GIT1
CDC42	NFATC2
CDC42	PAFAH1B1
CDC42	MYO9B
CDC42	CTNND1
CDC42	MAP3K1
CDC42	ROCK1
CDC42	DIAPH3
CDC42	SOS1
CDC42	PLEKHG2
CDC42	CHN1
CDC42	UBA52
CDC42	DCC
CDC42	MAPK9
CDC42	FGD4
CDC42	RHOA
CDC42	LAMA2
CDC42	KIAA1383
CDC42	RASGRF1
CDC42	DOCK8
CDC42	FNBP1
CDC42	CTNNA2
CDC42	ROBO1
CDC42	CSNK1A1
CDC42	SLIT2
CDC42	RHOBTB2
CDC42	MCF2
CDC42	MCF2L
CDC42	MAP3K9
CDC42	OBSCN
CDC42	MAP2K6
CDC42	VAV1
GAK	UBC
MCM9	ORC2
MCM9	POLE
MCM9	MCMBP
MCM9	WDHD1
MCM9	ORC1
GBA	PSAP
KCNA2	KCNQ1
KCNA2	KCNA7
KCNA2	KCNA5
KCNA2	KCNH3
KCNA2	KCNH2
KCNA2	KCNQ4
KCNA2	KCNH4
KCNA2	KCNC1
KCNA2	KCNH1
KCNA2	KCNA6
KCNA2	KCNS2
KCNA2	KCNF1
KCNA2	KCNV1
KCNA2	KCNAB3
KCNA2	KCNG3
KCNA2	KCNS3
KCNA2	KCNS1
KCNA2	KCNG4
KCNA2	KCNG2
KCNA2	KCND3
KCNA2	KCNH5
KCNA2	KCNA4
KCNA2	KCNH8
KCNA2	KCNH7
KCNA2	PTK2B
KCNA2	KCND2
KCNA2	KCNQ5
KCNA2	KCNQ2
KCNA2	KCNA3
KCNA2	KCNC4
KCNA2	KCNG1
KCNA2	KCNB1
KCNA2	KCNAB2
KCNA2	KCNV2
KCNA2	KCNQ3
KCNA2	KCNAB1
KCNA2	KCNB2
KCNA2	KCNC3
KCNA2	KCNC2
KCNA2	KCNH6
ARFGAP1	CLTA
ARFGAP1	GGA3
ARFGAP1	COPB1
ARFGAP1	KDELR2
ARFGAP1	ARL1
ARFGAP1	COPE
ARFGAP1	LRRK2
ARFGAP1	COPB2
ARFGAP1	RAC1
ARFGAP1	COPA
ARFGAP1	KDELR3
ARFGAP1	RHOA
ALDH5A1	TIAL1
TSC22D3	WWP1
TSC22D3	UBC
TSC22D3	UBA52
BOLL	CDC25A
IL1RAP	IRAK2
IL1RAP	IL1RN
IL1RAP	IRAK3
IL1RAP	MARCH8
IL1RAP	TRAF6
IL1RAP	IRAK1
IL1RAP	MYD88
KLC2	MAPK8IP3
ANGPT2	MMP2
ANGPT2	MAPK14
ANGPT2	FLT4
ANGPT2	KDR
ANGPT2	PIK3CA
ANGPT2	FGF2
ANGPT2	PIK3R1
ANGPT2	NOTCH1
ANGPT2	FLT1
ANGPT2	STAT5B
ANGPT2	F2
ANGPT2	FES
ANGPT2	HIF1A
ANGPT2	STAT5A
ANGPT2	FYN
ANGPT2	VEGFA
ANGPT2	TIE1
ANGPT2	FOXO1
ANGPT2	TEK
ANGPT2	ANGPT4
ANGPT2	ETS1
DKK3	LRP5
POLR2A	POLR2E
POLR2A	SF3A1
POLR2A	SNRPD3
POLR2A	SUPT16H
POLR2A	POLR2C
POLR2A	POLR2I
POLR2A	SETX
POLR2A	POLR3B
POLR2A	SRSF9
POLR2A	TBP
POLR2A	SNRPA
POLR2A	SRSF6
POLR2A	SUGP1
POLR2A	TAF4
POLR2A	RARA
POLR2A	SMARCC1
POLR2A	VHL
POLR2A	SRSF1
POLR2A	TRIP4
POLR2A	RNMT
POLR2A	TCEB2
POLR2A	SMARCB1
POLR2A	SNRNP40
POLR2A	PPARGC1A
POLR2A	SMARCA2
POLR2A	PRPF6
POLR2A	SNRPF
POLR2A	SMARCC2
POLR2A	TAF4B
POLR2A	TXNL4A
POLR2A	TAF1
POLR2A	UPF3B
POLR2A	SSRP1
POLR2A	ZC3H13
POLR2A	TCEB1
POLR2A	U2AF1
POLR2A	POLR2J
POLR2A	POLR2H
POLR2A	TCERG1
POLR2A	RNPS1
POLR2A	POLR2G
POLR2A	PRPF8
POLR2A	SF3B3
POLR2A	U2AF2
POLR2A	TERT
POLR2A	POLR2B
POLR2A	SNRNP200
POLR2A	SF3B2
POLR2A	SUPT6H
POLR2A	SMARCE1
POLR2A	SRSF7
POLR2A	SRRM1
POLR2A	SF3B1
POLR2A	RPS2
POLR2A	TH1L
POLR2A	RBM5
POLR2A	TCEA2
POLR2A	UBC
POLR2A	PTBP1
POLR2A	SMARCA4
POLR2A	XAB2
POLR2A	TAF13
POLR2A	RNGTT
POLR2A	TAF5
POLR2A	RBMX
POLR2A	SRSF11
POLR2A	YBX1
POLR2A	SRSF4
POLR2A	PRPF4
POLR2A	WHSC2
POLR2A	SRSF5
POLR2A	SMARCD1
POLR2A	RELA
POLR2A	SETD2
POLR2A	TCEB3
POLR2A	TAF6
POLR2A	POLR2F
POLR2A	SUPT5H
POLR2A	TCEA3
POLR2A	SNRPB
POLR2A	TCEA1
POLR2A	URI1
POLR2A	SNRNP70
IL20RA	IL26
IL20RA	IL20RB
IL20RA	IL28A
IL20RA	IL24
EDNRA	GNA11
EDNRA	P2RY10
EDNRA	PROKR2
EDNRA	MLNR
EDNRA	KISS1R
EDNRA	RGS2
EDNRA	KALRN
EDNRA	PLCG1
EDNRA	GNRH2
EDNRA	FFAR2
EDNRA	FFAR1
EDNRA	F2RL3
EDNRA	MCHR1
EDNRA	NMUR2
EDNRA	NMBR
EDNRA	HTR2B
EDNRA	PLCB2
EDNRA	GNA15
EDNRA	PIK3CA
EDNRA	SLC9A1
EDNRA	KNG1
EDNRA	EGF
EDNRA	GPR65
EDNRA	PROK1
EDNRA	GPR17
EDNRA	PIK3R1
EDNRA	GNA12
EDNRA	EGFR
EDNRA	GNRH1
EDNRA	NPFFR1
EDNRA	PLCB3
EDNRA	MCHR2
EDNRA	GRM1
EDNRA	GNAQ
EDNRA	PTGER1
EDNRA	PROK2
EDNRA	F2RL2
EDNRA	F2RL1
EDNRA	NOS3
EDNRA	PTAFR
EDNRA	TACR3
EDNRA	TACR1
EDNRA	NTSR2
EDNRA	PROKR1
EDNRA	P2RY1
EDNRA	NMUR1
EDNRA	GRM5
EDNRA	LTB4R
EDNRA	NPFFR2
EDNRA	GPRC6A
EDNRA	P2RY6
EDNRA	TRHR
EDNRA	P2RY2
EDNRA	XCR1
EDNRA	GPR4
EDNRA	TAC1
EDNRA	F2R
EDNRA	UTS2R
EDNRA	OXTR
EDNRA	LPAR5
EDNRA	FFAR3
EDNRA	GPR132
EDNRA	GNAL
EDNRA	PLCB4
EDNRA	PLCB1
EDNRA	TRIO
EDNRA	FPR2
EDNRA	LPAR6
EDNRA	QRFP
EDNRA	RAC1
EDNRA	SAA1
EDNRA	LPAR1
EDNRA	NPSR1
EDNRA	MAPK8
EDNRA	XCL1
EDNRA	NTSR1
EDNRA	LPAR3
EDNRA	PTGFR
EDNRA	HCRTR2
EDNRA	GNAS
EDNRA	OPN4
EDNRA	LPAR4
EDNRA	TACR2
EDNRA	HCRTR1
EDNRA	GNA14
EDNRA	NMS
EDNRA	EDNRB
EDNRA	GNB1
EDNRA	HTR2A
EDNRA	GRPR
EDNRA	JAK2
EDNRA	GRK5
EDNRA	QRFPR
EDNRA	NMB
EDNRA	HRH1
EDNRA	GCGR
EDNRA	LPAR2
EDNRA	MLN
EDNRA	LTB4R2
EDNRA	GPR68
MRPL1	RPS5
MRPL1	RPL18A
MRPL1	MRPL27
MRPL1	MRPS2
MRPL1	MRPS7
MRPL1	RPS16
MRPL1	MRPS9
MRPL1	RPL35
MRPL1	MRPL15
MRPL1	RPL8
MRPL1	MRPL3
MRPL1	RPL26L1
MRPL1	RPL3L
MRPL1	MRPS5
MRPL1	MRPL49
MRPL1	MRPL10
MRPL1	RPL26
MRPL1	MRPS18C
MRPL1	RPL10L
MRPL1	MRPL13
MRPL1	MRPS12
MRPL1	MRPL11
MRPL1	RPL15
MRPL1	RPS14
MRPL1	RPL4
MRPL1	MRPS11
MRPL1	RPS15A
MRPL1	TUFM
MRPL1	MRPL12
MRPL1	RPLP0
MRPL1	RPL7
MRPL1	RPL10
MRPL1	RPS2
MRPL1	RPL3
MRPL1	RPL27A
MRPL1	RPL7L1
MRPL1	RPSA
MRPL1	RPSAP58
MRPL1	RPL5
MRPL1	MRTO4
MRPL1	MRPL23
MRPL1	MRPL2
MRPL1	RPL13A
MRPL1	UBA52
MRPL1	RPL23A
MRPL1	RPS20
MRPL1	MRPL22
MRPL1	RPS3
MRPL1	RPL18
MRPL1	RPL17
MRPL1	RPS15
OR4F17	OR7A10
OR4F17	OR7C2
OR4F17	OR7C1
OR4F17	OR5F1
OR4F17	OR5M9
OR4F17	OR8A1
OR4F17	OR4K1
OR4F17	OR4K2
OR4F17	OR51B5
OR4F17	OR51Q1
OR4F17	OR8J3
OR4F17	OR5I1
OR4F17	OR5AU1
OR4F17	OR52K1
OR4F17	OR9I1
OR4F17	OR5AR1
OR4F17	OR7G3
OR4F17	OR5A1
OR4F17	OR52A5
OR4F17	OR7G2
OR4F17	OR5A2
OR4F17	OR8I2
OR4F17	OR4K15
OR4F17	OR8U1
OR4F17	OR6Y1
OR4F17	OR4K14
OR4F17	OR6F1
OR4F17	OR5B12
OR4F17	OR8B12
OR4F17	OR9K2
OR4F17	OR4X2
OR4F17	OR5B3
OR4F17	OR5R1
OR4F17	OR52I2
OR4F17	OR52W1
OR4F17	OR4S2
OR4F17	OR7D4
OR4F17	OR8S1
OR4F17	OR5J2
OR4F17	OR6M1
OR4F17	OR5M3
OR4F17	OR6S1
OR4F17	OR7A5
OR4F17	OR4F4
OR4F17	OR52K2
OR4F17	OR4L1
OR4F17	OR4K13
OR4F17	OR4K5
OR4F17	OR4N2
OR4F17	OR4M1
OR4F17	OR5AN1
OR4F17	OR56B4
OR4F17	OR56A1
OR4F17	OR52E4
OR4F17	OR4S1
OR4F17	OR4X1
OR4F17	OR51V1
OR4F17	OR52E2
OR4F17	OR51L1
OR4F17	OR6B3
OR4F17	OR51G1
OR4F17	OR51G2
OR4F17	OR51S1
OR4F17	OR5AK2
OR4F17	OR52N2
OR4F17	OR52N1
OR4F17	OR52N5
OR4F17	OR56B1
OR4F17	OR52N4
OR4F17	OR5M8
OR4F17	OR6C2
OR4F17	OR8H3
OR4F17	OR51F2
OR4F17	OR8H2
OR4F17	OR5AS1
OR4F17	OR4P4
OR4F17	OR6T1
OR4F17	OR8D4
OR4F17	OR52D1
OR4F17	OR52H1
OR4F17	OR4F6
OR4F17	OR7A17
OR4F17	OR56A4
OR4F17	OR6C76
OR4F17	OR6C70
OR4F17	OR4M2
OR4F17	OR4Q3
OR4F17	OR8B8
OR4F17	OR52L1
OR4F17	OR6A2
OR4F17	OR56A3
OR4F17	OR5P2
OR4F17	OR5P3
OR4F17	OR4N5
OR4F17	OR4N4
OR4F17	OR51M1
OR4F17	OR52A1
OR4F17	OR6X1
OR4F17	OR5D14
OR4F17	OR6P1
OR4F17	OR9Q1
OR4F17	OR5D18
OR4F17	OR5L1
OR4F17	OR6N1
OR4F17	OR52B6
OR4F17	OR51I2
OR4F17	OR5W2
OR4F17	OR6C74
OR4F17	OR6N2
OR4F17	OR51F1
OR4F17	OR7D2
OR4F17	OR5H1
OR4F17	OR8B3
OR4F17	OR5K4
OR4F17	OR5H2
OR4F17	OR52R1
OR4F17	OR5B17
OR4F17	OR8D2
OR4F17	OR51D1
OR4F17	OR8D1
OR4F17	OR6C6
OR4F17	OR5AC2
OR4F17	OR51A7
OR4F17	OR6K2
OR4F17	OR52M1
OR4F17	OR5B21
OR4F17	OR5D13
OR4F17	OR6K6
OR4F17	OR6K3
OR4F17	OR5C1
OR4F17	OR8B2
OR4F17	OR5D16
OR4F17	OR5L2
OR4F17	OR6C65
OR4F17	OR6C75
OR4F17	OR6C3
OR4F17	OR6C1
OR4F17	OR51I1
OR4F17	OR51B6
OR4F17	OR51B4
OR4F17	OR52J3
OR4F17	OR51A2
OR4F17	OR51A4
OR4F17	OR51T1
OR4F17	OR5K1
OR4F17	OR5K3
OR4F17	OR5H15
OR4F17	OR5H6
OR4F17	OR6C4
OR4F17	OR51E2
OR4F17	OR51E1
OR4F17	OR6B2
OR4F17	OR6B1
OR4F17	OR52B4
OR4F17	OR7E24
OR4F17	OR5K2
OR4F17	OR5H14
OR4F17	OR52B2
OR4F17	OR5M11
OR4F17	OR5M1
OR4F17	OR5M10
OR4F17	OR52E8
OR4F17	OR7G1
RNF31	UBC
RNF31	VCP
RNF31	SHARPIN
ADCK4	COQ3
ADCK4	COQ9
ADCK4	COQ5
ADCK4	COQ4
ADCK4	COQ6
CLU	TIMP1
CLU	TGFB1
CLU	SERPINE1
CLU	SPARC
CLU	HRG
CLU	TGFB3
CLU	SRGN
CLU	VHL
CLU	VWF
CLU	LRP2
CLU	MMRN1
CLU	F13A1
CLU	KNG1
CLU	EGF
CLU	SERPING1
CLU	VEGFC
CLU	PF4
CLU	FIGF
CLU	IGF1
CLU	FOS
CLU	PLG
CLU	VEGFB
CLU	SERPINF2
CLU	GAS6
CLU	UBC
CLU	FN1
CLU	SERPINA1
CLU	MAX
CLU	XRCC6
CLU	LEFTY2
CLU	TGFB2
CLU	F5
CLU	VEGFA
CLU	ZBTB17
CLU	MYC
CLU	PROS1
CLU	IGF2
APBA3	MMP24
APBA3	APLP2
APBA3	APP
APBA3	HIF1AN
APBA3	STXBP1
METAP1D	METAP2
ALOX12B	PLA2G3
ALOX12B	CYP4F3
ALOX12B	CYP4F2
ALOX12B	IL12B
ALOX12B	PLA2G12A
ALOX12B	PLA2G2C
ALOX12B	CYP2E1
ALOX12B	CYP2C9
ALOX12B	TYK2
ALOX12B	PLA2G4D
ALOX12B	ALOX15
ALOX12B	CYP4A11
ALOX12B	PLA2G1B
ALOX12B	IL23R
ALOX12B	CYP2B6
ALOX12B	PLB1
ALOX12B	PLA2G6
ALOX12B	GPX4
ALOX12B	PLA2G4A
ALOX12B	PTGS2
ALOX12B	CYP2J2
ALOX12B	CYP2C8
ALOX12B	CYP2C19
ALOX12B	PLA2G12B
ALOX12B	PLA2G2F
ALOX12B	PLA2G2E
ALOX12B	ALOX15B
ALOX12B	JAK2
ALOX12B	PLA2G4F
ALOX12B	JMJD7-PLA2G4B
ALOX12B	PLA2G4E
ALOX12B	PLA2G4C
ALOX12B	IL12RB1
RNF4	SNURF
RNF4	UBC
RNF4	SUMO1
CALML3	ITPR1
CALML3	ITPR3
CALML3	ITPR2
CALML3	MYO10
ANO5	DYSF
PRPF3	SNRPD3
PRPF3	PRPF6
PRPF3	TXNL4A
PRPF3	ZMAT2
PRPF3	PRPF8
PRPF3	PRPF4
MRPS31	SARNP
MRPS31	SRPRB
EXOSC4	EXOSC5
EXOSC4	SKIV2L2
EXOSC4	ZFP36
EXOSC4	MPHOSPH6
EXOSC4	XRN1
EXOSC4	EXOSC7
EXOSC4	FEN1
EXOSC4	TNPO1
EXOSC4	ZFP36L1
EXOSC4	SUPV3L1
EXOSC4	EXOSC9
EXOSC4	KHSRP
EXOSC4	PARN
EXOSC4	PNPT1
CD209	ICAM3
CD209	CEACAM1
CD209	ITIH4
CD209	CLU
CD209	SRC
CD209	IL10
DIS3L2	EXOSC10
CHRNA3	CHRNB4
CHRNA3	CHRNB2
CHRNA3	CHRNA4
CHRNA3	CHRNA7
AKAP5	CACNG3
AKAP5	KCNJ2
AKAP5	CACNG4
AKAP5	PRKAR2A
AKAP5	IQGAP1
AKAP5	CACNG8
AKAP5	DLG4
AKAP5	CACNG2
AKAP5	KCNS3
AKAP5	PRKACA
AKAP5	KCNG2
AKAP5	CAMK2G
AKAP5	EPB41L1
AKAP5	CAMK2D
AKAP5	DLG1
AKAP5	RET
AKAP5	PRKAR1A
AKAP5	PRKAR1B
AKAP5	MYO6
AKAP5	GNAS
AKAP5	KCNB1
AKAP5	PRKACG
AKAP5	PPP3CA
AKAP5	CAMK2B
AKAP5	CAMK2A
AKAP5	PRKCA
AKAP5	MDM2
AKAP5	KCNC2
TYMS	VPS4B
TYMS	UNK
TYMS	UBC
TYMS	ZFYVE19
TYMS	UBQLN4
TYMS	WDR45L
TYMS	WDR1
KCNG2	KCNQ1
KCNG2	KCNH3
KCNG2	KCNH2
KCNG2	KCNQ4
KCNG2	KCNH4
KCNG2	PRKAR2A
KCNG2	KCNH1
KCNG2	KCNS2
KCNG2	KCNV1
KCNG2	KCNG3
KCNG2	KCNS3
KCNG2	KCNS1
KCNG2	PRKACA
KCNG2	KCNG4
KCNG2	KCNH5
KCNG2	KCNH8
KCNG2	KCNH7
KCNG2	KCNQ5
KCNG2	PRKAR1A
KCNG2	KCNQ2
KCNG2	PRKAR1B
KCNG2	PRKACG
KCNG2	KCNV2
KCNG2	KCNQ3
KCNG2	KCNH6
NOP14	UTP18
NOP14	RRP9
NOP14	UTP3
NOP14	WDR12
NOP14	UTP20
NOP14	UTP6
NOP14	RBM19
NOP14	NOP58
NOP14	PWP2
NOP14	UTP15
NOP14	TSR1
NOP14	WDR3
NOP14	WDR75
NOP14	PES1
NOP14	SDAD1
NOP14	PDCD11
NOP14	RRP12
NOP14	WDR46
NOP14	NSUN6
NOP14	NOP56
NOP14	RCL1
NOP14	UTP14A
NOP14	NOP2
NOP14	WDR43
NOP14	WDR36
NOP14	UTP14C
NOP14	TBL3
NOP14	RSL1D1
PEX7	PHYH
PAM16	TIMM21
PAM16	TOMM22
PAM16	TOMM40
PAM16	TIMM23
PAM16	TIMM44
PAM16	TOMM70A
PAM16	TIMM50
PAM16	TIMM17A
PAM16	PMPCA
PAM16	TOMM6
CHAF1B	INSIG2
CHAF1B	INSIG1
CHAF1B	HIST1H3A
CHAF1B	HIST1H3J
CHAF1B	HIST1H3E
CHAF1B	RBBP4
CHAF1B	PCNA
MOB4	PPP2CB
MOB4	STRN
MOB4	SLMAP
MOB4	PPP2R1B
MOB4	TCP1
MOB4	PPP2R1A
MOB4	STK25
MOB4	STRN3
MOB4	TRAF3IP3
MOB4	STK24
MOB4	STRN4
MOB4	PDCD10
MOB4	STK3
MOB4	PPP2CA
SSH1	YWHAB
CCNG2	CDK2
CCNG2	FOXO3
CCNG2	FOXO1
CCNG2	PPP2CA
LCP1	UBC
STAT2	TYK2
STAT2	XAF1
STAT2	TLR7
NDUFS8	UQCRC1
NDUFS8	UQCRFS1
NDUFS8	NDUFV1
NDUFS8	NDUFV2
NDUFS8	UQCR10
NDUFS8	NDUFV3
COG4	GOLGA3
COG4	COG5
COG4	COG7
COG4	COG8
COG4	SCFD1
COG4	COG6
CSTF3	YTHDC2
CSTF3	POLR2E
CSTF3	SF3A1
CSTF3	SNRPD3
CSTF3	NHP2L1
CSTF3	PAPOLA
CSTF3	POLR2C
CSTF3	HNRNPL
CSTF3	POLR2I
CSTF3	SRSF9
CSTF3	DAZAP1
CSTF3	SNRPA
CSTF3	SRSF6
CSTF3	SYMPK
CSTF3	SUGP1
CSTF3	FUS
CSTF3	MSI1
CSTF3	SRSF1
CSTF3	SNRNP40
CSTF3	PRPF6
CSTF3	SNRPF
CSTF3	DHX38
CSTF3	TXNL4A
CSTF3	UPF3B
CSTF3	HNRNPU
CSTF3	MSI2
CSTF3	U2AF1
CSTF3	POLR2J
CSTF3	POLR2H
CSTF3	WDR82
CSTF3	PCF11
CSTF3	NUDT21
CSTF3	RNPS1
CSTF3	POLR2G
CSTF3	PRPF8
CSTF3	PCBP1
CSTF3	SF3B3
CSTF3	U2AF2
CSTF3	DDX23
CSTF3	POLR2B
CSTF3	HNRNPD
CSTF3	POLR2A
CSTF3	HNRNPA0
CSTF3	SNRNP200
CSTF3	RBBP6
CSTF3	SF3B2
CSTF3	HNRNPM
CSTF3	WDR33
CSTF3	SRSF7
CSTF3	SRRM1
CSTF3	NCBP2
CSTF3	SF3B1
CSTF3	FIP1L1
CSTF3	HNRNPF
CSTF3	ESPNL
CSTF3	YTHDC1
CSTF3	GTF2F2
CSTF3	HNRNPA1
CSTF3	RBM5
CSTF3	HNRNPA2B1
CSTF3	HNRNPH1
CSTF3	PTBP1
CSTF3	PCBP2
CSTF3	DHX9
CSTF3	RBMX
CSTF3	SRSF11
CSTF3	YBX1
CSTF3	SRSF4
CSTF3	PRPF4
CSTF3	HNRNPR
CSTF3	NCBP1
CSTF3	HNRNPK
CSTF3	ESPN
CSTF3	NFX1
CSTF3	HNRNPUL1
CSTF3	HNRNPA3
CSTF3	SRSF5
CSTF3	GTF2F1
CSTF3	EFTUD2
CSTF3	POLR2F
CSTF3	SNRPB
CSTF3	SNRNP70
GALNT11	ST6GALNAC1
GALNT11	GALNT8
GALNT11	GALNT5
GALNT11	GALNT7
GALNT11	GALNT14
GALNT11	MUC7
GALNT11	GALNTL2
GALNT11	GALNT6
GALNT11	GALNT2
GALNT11	MUC1
GALNT11	MUC21
GALNT11	GCNT1
GALNT11	GALNT3
GALNT11	GALNT13
GALNT11	MUC16
GALNT11	MUC20
GALNT11	MUC6
GALNT11	MUC15
GALNT11	MUC4
GALNT11	GALNT4
GALNT11	MUC5B
GALNT11	MUC12
GMPPA	PMM2
GMPPA	UBC
AHCYL2	DNMT3A
AHCYL2	BHMT
AHCYL2	MAT2A
AHCYL2	DNMT3B
AHCYL2	CBS
AHCYL2	DNMT1
AHCYL2	MTR
AHCYL2	MAT1A
FOXA2	HOXA5
FOXA2	GCK
FOXA2	GLI1
FOXA2	IAPP
FOXA2	SOX9
FOXA2	INS
FOXA2	NEUROD1
FOXA2	NKX6-1
FOXA2	ONECUT1
FOXA2	IRS1
FOXA2	UCP2
FOXA2	HNF4A
FOXA2	PCK1
FOXA2	HMGCS1
FOXA2	SLC2A2
FOXA2	SOX2
FOXA2	MAFA
FOXA2	OTX2
FOXA2	KCNJ11
FOXA2	TAT
FOXA2	TFRC
FOXA2	GLI2
FOXA2	PAX6
FOXA2	HADH
FOXA2	MTSS1
TLN1	TNS1
TLN1	VCL
TLN1	TUBA4A
TLN1	VWF
TLN1	TPM1
TLN1	VCAM1
TLN1	ZYX
TLN1	UBA1
TLN1	TTN
TLN1	UBC
TLN1	TPM4
TLN1	TPM2
TLN1	TPM3
TLN1	TXLNG
TLN1	WDR1
COL19A1	COL1A1
COL19A1	COL21A1
COL19A1	COL8A1
COL19A1	COL5A3
COL19A1	COL6A3
COL19A1	COL1A2
COL19A1	COL6A2
COL19A1	COL22A1
COL19A1	COL3A1
COL19A1	COL4A5
COL19A1	COL7A1
COL19A1	COL9A3
COL19A1	COL27A1
COL19A1	COL9A1
COL19A1	COL20A1
COL19A1	COL4A2
COL19A1	COL6A1
COL19A1	COL24A1
COL19A1	COL5A1
COL19A1	COL4A6
COL19A1	COL9A2
COL19A1	COL5A2
COL19A1	COL4A1
